"0","17.0","2.0","92.0","238.0","28750","1363","1"
"0","4.0","3.0","7.0","10.0","19998","177","1"
"0","3.0","1.0","58.0","84.0","6162","267","1"
"0","82.0","10.0","141.0","622.0","12400","1521","1"
"0","7.0","1.0","218.0","237.0","11714","212","1"
"0","4.0","2.0","17.0","90.0","21482","1344","1"
"1","10.0","2.0","1.0","28.0","4838","1872","1"
"0","3.0","1.0","0.0","132.0","17558","626","1"
"0","8.0","0.0","260.0","334.0","19665","272","1"
"0","1.0","1.0","80.0","99.0","15417","372","1"
"0","5.0","1.0","0.0","7.0","25532","486","1"
"0","5.0","0.0","83.0","531.0","1251","820","1"
"0","17.0","5.0","456.0","475.0","2521","1785","1"
"0","4.0","2.0","51.0","274.0","19526","907","1"
"0","2.0","2.0","46.0","106.0","8512","256","1"
"1","1.0","1.0","47.0","101.0","37089","1815","1"
"0","5.0","2.0","361.0","998.0","3017","229","1"
"0","3.0","1.0","13.0","48.0","18152","1359","1"
"0","5.0","3.0","173.0","190.0","11229","431","1"
"1","8.0","3.0","7.0","8.0","28224","1404","1"
"1","11.0","3.0","9.0","191.0","17933","1696","1"
"0","2.0","0.0","2.0","5.0","5078","906","1"
"0","6.0","1.0","127.0","211.0","5369","89","1"
"0","8.0","2.0","39.0","71.0","21317","33","1"
"0","10.0","0.0","61.0","1000.0","18954","229","1"
"0","1.0","0.0","0.0","1000.0","22901","113","1"
"0","2.0","0.0","4.0","337.0","15871","909","1"
"1","12.0","4.0","86.0","322.0","17751","505","1"
"1","2.0","0.0","704.0","992.0","20799","485","1"
"0","25.0","10.0","916.0","988.0","13832","1065","1"
"0","4.0","2.0","2.0","10.0","21348","152","1"
"0","2.0","1.0","0.0","1000.0","11715","467","1"
"0","7.0","2.0","0.0","0.0","13008","971","1"
"0","1.0","0.0","0.0","1000.0","21684","105","1"
"0","11.0","2.0","0.0","1000.0","12346","1593","1"
"0","6.0","6.0","251.0","285.0","1346","2847","1"
"0","5.0","2.0","0.0","1.0","21448","1497","1"
"0","2.0","0.0","0.0","1.0","26601","221","1"
"0","15.0","4.0","202.0","221.0","6173","51","1"
"0","4.0","2.0","963.0","998.0","23850","594","1"
"0","4.0","0.0","5.0","9.0","18739","901","1"
"0","3.0","3.0","282.0","849.0","8429","761","1"
"0","4.0","5.0","1.0","7.0","35671","2107","1"
"0","8.0","5.0","728.0","834.0","28251","1216","1"
"0","4.0","2.0","8.0","11.0","1239","1165","1"
"0","5.0","1.0","55.0","80.0","10674","2232","1"
"0","3.0","1.0","321.0","323.0","11024","235","1"
"0","12.0","4.0","266.0","998.0","8100","214","1"
"0","3.0","3.0","717.0","993.0","8996","991","1"
"0","6.0","4.0","66.0","73.0","8328","478","1"
"0","2.0","1.0","711.0","998.0","4964","1257","1"
"0","24.0","2.0","53.0","383.0","9427","1381","1"
"0","4.0","3.0","0.0","1.0","23879","1288","1"
"1","2.0","1.0","134.0","850.0","26552","740","1"
"0","3.0","1.0","85.0","132.0","230","852","1"
"1","1.0","0.0","248.0","767.0","10063","959","1"
"0","2.0","0.0","0.0","12.0","27600","699","1"
"0","9.0","3.0","0.0","993.0","9667","870","1"
"0","2.0","0.0","0.0","1000.0","7706","949","1"
"1","6.0","2.0","0.0","1000.0","28364","1355","1"
"0","3.0","1.0","114.0","139.0","9957","1106","1"
"0","8.0","2.0","134.0","261.0","14724","347","1"
"0","5.0","5.0","156.0","256.0","18385","1307","1"
"0","14.0","6.0","86.0","93.0","16208","537","1"
"0","15.0","3.0","205.0","214.0","12657","1405","1"
"0","4.0","2.0","554.0","1000.0","23812","1813","1"
"0","2.0","0.0","240.0","716.0","38054","762","1"
"0","2.0","0.0","237.0","278.0","13101","1401","1"
"0","6.0","0.0","0.0","6.0","11666","509","1"
"0","11.0","5.0","52.0","77.0","39806","947","1"
"0","9.0","5.0","3.0","111.0","7524","1902","1"
"0","6.0","3.0","144.0","165.0","18714","906","1"
"0","19.0","3.0","10.0","197.0","18657","1109","1"
"0","3.0","0.0","117.0","194.0","17717","604","1"
"0","1.0","0.0","52.0","354.0","7498","600","1"
"1","5.0","2.0","133.0","276.0","11258","1532","1"
"0","10.0","3.0","0.0","1000.0","16737","929","1"
"0","4.0","2.0","12.0","81.0","15867","248","1"
"0","5.0","3.0","455.0","558.0","16143","15","1"
"0","2.0","2.0","59.0","86.0","27726","498","1"
"0","2.0","1.0","31.0","150.0","16446","851","1"
"1","3.0","0.0","3.0","371.0","60128","869","1"
"0","2.0","0.0","656.0","817.0","10841","1086","1"
"0","11.0","4.0","0.0","10.0","16874","440","1"
"0","3.0","3.0","0.0","1.0","7751","120","1"
"0","6.0","5.0","337.0","800.0","10942","1732","1"
"0","3.0","1.0","1.0","16.0","9089","1280","1"
"0","3.0","1.0","21.0","23.0","6646","1718","1"
"1","4.0","4.0","0.0","1000.0","16523","214","1"
"0","32.0","7.0","58.0","64.0","19498","763","1"
"0","2.0","0.0","83.0","710.0","16437","666","1"
"0","29.0","7.0","0.0","14.0","24322","615","1"
"1","4.0","0.0","149.0","538.0","5863","600","1"
"0","3.0","3.0","0.0","3.0","8593","1088","1"
"0","21.0","7.0","112.0","116.0","7808","751","1"
"0","3.0","1.0","35.0","445.0","9829","515","1"
"0","0.0","0.0","0.0","2.0","7891","809","1"
"0","11.0","4.0","0.0","2.0","23756","911","1"
"0","2.0","0.0","173.0","265.0","12195","621","1"
"0","4.0","2.0","0.0","1.0","12177","110","1"
"0","5.0","1.0","9.0","32.0","12646","2439","1"
"1","5.0","0.0","0.0","1000.0","31981","258","1"
"0","1.0","0.0","0.0","1.0","18508","1509","1"
"1","1.0","0.0","7.0","15.0","30729","1870","1"
"0","4.0","5.0","0.0","2.0","23261","1952","1"
"0","4.0","1.0","0.0","0.0","28442","576","1"
"0","4.0","1.0","1.0","347.0","7915","44","1"
"0","14.0","0.0","269.0","273.0","36248","293","1"
"1","2.0","1.0","408.0","652.0","7821","2685","1"
"1","3.0","1.0","21.0","73.0","48278","1232","1"
"0","5.0","5.0","1.0","54.0","10879","94","1"
"0","21.0","7.0","56.0","76.0","12539","990","1"
"0","2.0","1.0","318.0","998.0","45307","448","1"
"0","8.0","2.0","134.0","142.0","17285","676","1"
"0","14.0","5.0","95.0","102.0","13430","862","1"
"0","7.0","4.0","134.0","174.0","16158","568","1"
"0","12.0","2.0","43.0","214.0","14397","2498","1"
"0","3.0","4.0","350.0","407.0","13754","1582","1"
"0","3.0","0.0","127.0","135.0","10520","89","1"
"0","3.0","1.0","28.0","34.0","22034","946","1"
"0","4.0","1.0","27.0","72.0","10818","318","1"
"0","6.0","1.0","0.0","1000.0","3688","160","1"
"1","9.0","5.0","0.0","999.0","2978","1062","1"
"0","3.0","0.0","15.0","27.0","18974","1081","1"
"0","9.0","0.0","1.0","17.0","16588","718","1"
"0","28.0","10.0","690.0","735.0","55","1717","1"
"1","2.0","0.0","78.0","360.0","513","422","1"
"0","10.0","5.0","37.0","353.0","11124","137","1"
"0","2.0","0.0","72.0","588.0","27024","645","1"
"0","3.0","2.0","0.0","1000.0","16908","476","1"
"0","4.0","1.0","152.0","398.0","24677","1333","1"
"0","4.0","0.0","0.0","4.0","17119","416","1"
"0","2.0","0.0","77.0","158.0","17665","1291","1"
"0","17.0","8.0","185.0","201.0","16398","862","1"
"0","3.0","3.0","29.0","168.0","2172","531","1"
"0","6.0","0.0","157.0","234.0","24482","1344","1"
"0","2.0","0.0","51.0","973.0","24643","232","1"
"0","31.0","8.0","454.0","1000.0","17935","1962","1"
"0","3.0","0.0","93.0","125.0","5936","205","1"
"1","3.0","1.0","7.0","610.0","31459","231","1"
"0","5.0","1.0","450.0","1000.0","10085","1314","1"
"0","7.0","0.0","0.0","1000.0","9029","791","1"
"0","9.0","7.0","60.0","1000.0","16808","1443","1"
"1","8.0","1.0","81.0","997.0","17348","677","1"
"0","1.0","0.0","13.0","45.0","7895","35","1"
"0","8.0","9.0","0.0","998.0","6012","1093","1"
"0","4.0","2.0","0.0","921.0","10339","1985","1"
"0","3.0","1.0","58.0","60.0","16899","1076","1"
"0","14.0","3.0","58.0","139.0","4602","1571","1"
"0","8.0","2.0","0.0","1000.0","36535","814","1"
"0","5.0","3.0","891.0","999.0","30447","165","1"
"0","2.0","2.0","64.0","107.0","24282","1108","1"
"0","7.0","0.0","56.0","70.0","11286","262","1"
"0","2.0","1.0","60.0","218.0","10117","316","1"
"0","26.0","6.0","0.0","1000.0","26842","537","1"
"0","13.0","1.0","17.0","49.0","17592","103","1"
"0","28.0","6.0","0.0","1000.0","23853","1104","1"
"0","6.0","3.0","0.0","1.0","22394","166","1"
"0","4.0","2.0","537.0","673.0","4346","280","1"
"0","15.0","0.0","162.0","243.0","18153","1277","1"
"0","3.0","3.0","0.0","4.0","7070","443","1"
"1","9.0","3.0","440.0","740.0","57889","884","1"
"0","3.0","1.0","0.0","1000.0","6817","918","1"
"0","3.0","1.0","0.0","1.0","23845","1255","1"
"0","4.0","1.0","0.0","3.0","16346","945","1"
"0","5.0","1.0","223.0","293.0","23565","134","1"
"0","1.0","0.0","25.0","39.0","23711","1926","1"
"0","23.0","4.0","5.0","59.0","30903","1676","1"
"0","3.0","2.0","0.0","1.0","32386","351","1"
"0","3.0","3.0","6.0","34.0","12608","682","1"
"0","8.0","5.0","23.0","27.0","38102","1525","1"
"0","4.0","1.0","15.0","95.0","13814","1338","1"
"0","7.0","1.0","0.0","2.0","15081","1618","1"
"0","7.0","0.0","84.0","494.0","70166","55","1"
"0","3.0","1.0","259.0","333.0","12175","1358","1"
"0","1.0","0.0","5.0","638.0","17913","486","1"
"1","25.0","8.0","38.0","83.0","21040","764","1"
"0","2.0","2.0","884.0","999.0","16851","1277","1"
"0","5.0","0.0","88.0","101.0","26030","1242","1"
"0","3.0","1.0","41.0","116.0","13579","1414","1"
"1","7.0","2.0","158.0","319.0","5084","269","1"
"0","6.0","2.0","129.0","222.0","12888","716","1"
"0","9.0","10.0","968.0","1000.0","4840","998","1"
"0","3.0","2.0","0.0","2.0","27705","537","1"
"0","8.0","2.0","666.0","1000.0","8335","1277","1"
"0","6.0","2.0","2.0","125.0","21554","847","1"
"0","4.0","3.0","41.0","58.0","8574","1535","1"
"1","13.0","2.0","220.0","1000.0","19633","863","1"
"0","4.0","3.0","488.0","1000.0","5545","814","1"
"0","2.0","1.0","374.0","560.0","12796","1771","1"
"0","8.0","2.0","662.0","812.0","19599","667","1"
"0","3.0","0.0","4.0","4.0","10033","651","1"
"0","5.0","4.0","52.0","129.0","14876","221","1"
"0","14.0","3.0","64.0","82.0","13719","267","1"
"0","2.0","2.0","481.0","547.0","5328","501","1"
"0","15.0","1.0","106.0","177.0","57877","802","1"
"0","8.0","5.0","221.0","455.0","3315","346","1"
"0","24.0","2.0","2.0","6.0","15982","829","1"
"1","3.0","2.0","0.0","1000.0","20039","83","1"
"0","4.0","2.0","0.0","1000.0","22446","967","1"
"0","17.0","3.0","0.0","4.0","11958","1498","1"
"0","3.0","2.0","4.0","4.0","13541","486","1"
"0","7.0","3.0","326.0","577.0","15932","140","1"
"1","6.0","1.0","22.0","251.0","27059","122","1"
"0","1.0","0.0","0.0","1000.0","21276","544","1"
"0","21.0","3.0","168.0","490.0","10348","16","1"
"0","1.0","3.0","810.0","999.0","4832","983","1"
"0","3.0","1.0","142.0","202.0","36107","357","1"
"0","6.0","2.0","336.0","527.0","4837","2852","1"
"0","7.0","1.0","5.0","15.0","7856","924","1"
"0","2.0","0.0","0.0","10.0","14376","809","1"
"0","9.0","4.0","39.0","67.0","37600","785","1"
"1","6.0","0.0","70.0","540.0","21481","1636","1"
"0","10.0","3.0","36.0","37.0","22538","897","1"
"0","2.0","0.0","0.0","14.0","13804","86","1"
"0","2.0","1.0","112.0","322.0","32160","884","1"
"0","4.0","3.0","0.0","0.0","8923","583","0"
"0","3.0","4.0","475.0","475.0","4980","663","0"
"0","11.0","9.0","195.0","465.0","16061","1643","0"
"0","5.0","4.0","0.0","4.0","16050","19","0"
"0","1.0","0.0","0.0","799.0","6898","1060","0"
"0","4.0","4.0","438.0","474.0","24159","1209","0"
"0","2.0","0.0","222.0","264.0","8678","1","0"
"0","2.0","2.0","138.0","172.0","6813","1132","0"
"0","3.0","3.0","1.0","14.0","8008","481","0"
"0","1.0","0.0","0.0","0.0","3923","1955","0"
"0","1.0","1.0","1.0","1.0","17372","820","0"
"1","5.0","2.0","0.0","2.0","21962","1123","0"
"1","2.0","0.0","35.0","637.0","11218","937","0"
"0","2.0","1.0","26.0","544.0","22211","214","0"
"0","3.0","1.0","1.0","7.0","8324","913","0"
"0","5.0","3.0","309.0","408.0","29699","1559","0"
"0","3.0","0.0","452.0","529.0","19693","98","0"
"0","4.0","2.0","0.0","0.0","7817","168","0"
"0","25.0","8.0","676.0","802.0","24738","1932","0"
"0","2.0","2.0","41.0","91.0","10702","62","0"
"0","2.0","0.0","7.0","16.0","11905","749","0"
"1","5.0","0.0","0.0","999.0","25023","1060","0"
"0","9.0","7.0","0.0","2.0","18810","135","0"
"0","3.0","0.0","68.0","440.0","20249","343","0"
"1","7.0","6.0","5.0","12.0","17454","1213","0"
"0","3.0","1.0","381.0","995.0","15486","1055","0"
"0","11.0","9.0","163.0","186.0","1182","1476","0"
"0","4.0","3.0","0.0","0.0","10654","883","0"
"0","11.0","3.0","288.0","566.0","2338","518","0"
"0","5.0","3.0","5.0","5.0","17595","1064","0"
"0","7.0","4.0","1.0","13.0","20010","1560","0"
"0","2.0","1.0","350.0","416.0","5006","1295","0"
"0","4.0","2.0","162.0","314.0","3904","9","0"
"0","9.0","7.0","0.0","0.0","24668","890","0"
"0","14.0","3.0","195.0","309.0","7388","388","0"
"0","10.0","4.0","0.0","40.0","18088","720","0"
"0","3.0","2.0","0.0","2.0","16956","235","0"
"0","3.0","1.0","798.0","843.0","4451","404","0"
"0","2.0","1.0","15.0","15.0","6909","76","0"
"0","3.0","0.0","211.0","554.0","37899","1068","0"
"0","2.0","2.0","0.0","6.0","26215","894","0"
"0","4.0","3.0","12.0","77.0","17106","14","0"
"0","2.0","3.0","71.0","125.0","55322","1489","0"
"0","4.0","2.0","66.0","109.0","19633","1873","0"
"0","2.0","0.0","0.0","0.0","5099","1468","0"
"0","2.0","2.0","691.0","733.0","3417","590","0"
"0","18.0","8.0","0.0","995.0","3463","379","0"
"0","5.0","3.0","0.0","1.0","25246","318","0"
"0","6.0","1.0","97.0","100.0","6782","689","0"
"0","6.0","0.0","91.0","301.0","18192","695","0"
"0","4.0","4.0","2.0","2.0","1990","2051","0"
"0","2.0","2.0","8.0","11.0","19692","392","0"
"0","2.0","1.0","33.0","80.0","12219","81","0"
"0","9.0","4.0","154.0","166.0","12415","470","0"
"0","4.0","2.0","1.0","26.0","17093","1510","0"
"0","2.0","3.0","856.0","1000.0","3238","639","0"
"0","2.0","1.0","250.0","306.0","4551","360","0"
"0","6.0","4.0","0.0","0.0","8388","728","0"
"0","5.0","2.0","32.0","36.0","13764","1559","0"
"1","7.0","3.0","31.0","66.0","8809","322","0"
"0","1.0","3.0","0.0","0.0","4854","50","0"
"0","3.0","2.0","348.0","348.0","7265","1077","0"
"1","3.0","2.0","372.0","789.0","3410","452","0"
"0","5.0","6.0","0.0","1.0","5775","0","0"
"1","5.0","9.0","0.0","2.0","20539","261","0"
"0","4.0","0.0","66.0","428.0","2470","487","0"
"0","1.0","0.0","7.0","174.0","11012","756","0"
"0","7.0","2.0","112.0","117.0","9573","1295","0"
"0","2.0","7.0","14.0","16.0","21132","93","0"
"0","3.0","1.0","627.0","776.0","9498","502","0"
"0","3.0","1.0","333.0","357.0","17197","907","0"
"0","2.0","1.0","365.0","382.0","14139","477","0"
"0","4.0","2.0","0.0","996.0","33410","914","0"
"0","10.0","3.0","0.0","0.0","11076","274","0"
"0","5.0","3.0","0.0","5.0","11069","2607","0"
"0","3.0","3.0","0.0","0.0","13002","1374","0"
"0","1.0","0.0","129.0","133.0","8908","137","0"
"0","2.0","1.0","0.0","0.0","26385","281","0"
"0","13.0","4.0","84.0","162.0","11268","734","0"
"0","2.0","1.0","406.0","949.0","13938","976","0"
"1","2.0","0.0","32.0","494.0","14470","866","0"
"0","6.0","0.0","0.0","980.0","13081","1181","0"
"0","8.0","4.0","1.0","6.0","7009","1176","0"
"0","17.0","12.0","968.0","1000.0","23094","543","0"
"1","2.0","1.0","0.0","0.0","14352","1652","0"
"0","2.0","2.0","25.0","58.0","10476","489","0"
"0","4.0","2.0","3.0","4.0","5208","590","0"
"1","6.0","1.0","0.0","1000.0","12459","35","0"
"0","5.0","3.0","0.0","0.0","529","170","0"
"0","1.0","0.0","96.0","105.0","17046","952","0"
"0","5.0","2.0","3.0","5.0","3091","217","0"
"0","2.0","0.0","856.0","1000.0","6801","975","0"
"0","2.0","1.0","243.0","563.0","5389","374","0"
"0","9.0","2.0","122.0","573.0","12172","778","0"
"0","3.0","1.0","229.0","305.0","1038","1435","0"
"0","4.0","3.0","0.0","1.0","17487","659","0"
"0","1.0","0.0","7.0","7.0","21403","1135","0"
"0","4.0","2.0","67.0","69.0","5928","1162","0"
"0","5.0","6.0","0.0","0.0","2426","53","0"
"0","5.0","2.0","298.0","676.0","6399","225","0"
"0","37.0","19.0","28.0","29.0","4864","1195","0"
"0","1.0","0.0","0.0","0.0","6919","418","0"
"0","4.0","2.0","5.0","129.0","1498","400","0"
"0","1.0","0.0","19.0","109.0","6908","126","0"
"1","5.0","4.0","0.0","2.0","9885","655","0"
"0","4.0","0.0","1.0","64.0","19971","64","0"
"0","3.0","2.0","117.0","136.0","30987","1054","0"
"0","12.0","4.0","10.0","62.0","11376","829","0"
"0","2.0","0.0","12.0","176.0","15662","286","0"
"1","4.0","4.0","0.0","9.0","8382","1","0"
"0","6.0","0.0","0.0","0.0","3667","1326","0"
"0","8.0","4.0","1.0","16.0","15239","1740","0"
"0","9.0","1.0","93.0","121.0","10663","690","0"
"0","6.0","1.0","20.0","29.0","5037","385","0"
"0","33.0","9.0","70.0","89.0","14510","339","0"
"0","7.0","1.0","79.0","585.0","18812","1833","0"
"0","4.0","4.0","0.0","0.0","17953","733","0"
"0","1.0","2.0","217.0","563.0","1720","339","0"
"0","5.0","5.0","27.0","73.0","5486","1223","0"
"0","8.0","1.0","166.0","327.0","13194","1116","0"
"0","3.0","2.0","2.0","2.0","17059","997","0"
"0","2.0","0.0","56.0","58.0","6866","1532","0"
"0","6.0","1.0","290.0","395.0","9541","880","0"
"0","2.0","3.0","39.0","71.0","8892","716","0"
"1","2.0","1.0","52.0","58.0","18916","193","0"
"0","3.0","2.0","763.0","971.0","23180","688","0"
"0","9.0","4.0","0.0","1000.0","1125","1344","0"
"0","2.0","2.0","0.0","1.0","21553","285","0"
"0","4.0","3.0","163.0","1000.0","14373","630","0"
"0","5.0","2.0","450.0","643.0","5127","0","0"
"0","7.0","3.0","312.0","651.0","9949","48","0"
"0","2.0","3.0","134.0","196.0","6447","683","0"
"0","5.0","2.0","252.0","444.0","12421","1132","0"
"0","11.0","4.0","11.0","12.0","10447","659","0"
"0","1.0","0.0","89.0","253.0","18483","1237","0"
"0","2.0","2.0","150.0","289.0","14676","1091","0"
"0","5.0","6.0","19.0","35.0","8385","589","0"
"0","3.0","0.0","25.0","201.0","7927","209","0"
"0","9.0","2.0","623.0","811.0","9110","596","0"
"0","4.0","2.0","0.0","48.0","29240","1602","0"
"0","1.0","1.0","0.0","0.0","4866","94","0"
"0","6.0","1.0","325.0","1000.0","9588","1116","0"
"0","3.0","1.0","2.0","2.0","3537","1502","0"
"0","1.0","0.0","66.0","128.0","4391","452","0"
"0","2.0","2.0","690.0","999.0","9337","46","0"
"1","9.0","2.0","0.0","2.0","31237","317","0"
"0","4.0","4.0","0.0","1000.0","7324","59","0"
"0","7.0","2.0","732.0","763.0","15930","870","0"
"0","4.0","2.0","0.0","0.0","7419","398","0"
"0","8.0","4.0","22.0","22.0","28074","1197","0"
"0","2.0","0.0","14.0","27.0","13058","1509","0"
"0","2.0","0.0","130.0","136.0","7088","1672","0"
"0","2.0","1.0","1.0","1.0","7315","2079","0"
"0","3.0","1.0","0.0","0.0","20553","387","0"
"0","5.0","0.0","0.0","1000.0","7619","308","0"
"0","2.0","2.0","679.0","698.0","13930","2001","0"
"0","11.0","2.0","112.0","117.0","8646","35","0"
"0","13.0","6.0","209.0","224.0","2318","17","0"
"1","3.0","1.0","0.0","2.0","23128","26","0"
"0","10.0","4.0","85.0","91.0","5759","1693","0"
"0","6.0","2.0","0.0","4.0","11472","365","0"
"0","5.0","0.0","489.0","725.0","7696","443","0"
"0","6.0","1.0","805.0","806.0","7260","1847","0"
"0","6.0","5.0","0.0","0.0","17283","176","0"
"0","6.0","2.0","2.0","10.0","30110","1004","0"
"0","3.0","2.0","59.0","106.0","10167","1216","0"
"0","1.0","1.0","0.0","7.0","11335","1496","0"
"0","1.0","0.0","28.0","29.0","4718","191","0"
"0","12.0","4.0","525.0","634.0","20506","391","0"
"0","2.0","0.0","252.0","376.0","13537","128","0"
"0","2.0","1.0","7.0","9.0","5104","925","0"
"0","6.0","1.0","284.0","422.0","10824","1594","0"
"0","10.0","7.0","352.0","449.0","17465","502","0"
"0","4.0","1.0","33.0","999.0","8595","192","0"
"1","3.0","1.0","0.0","1000.0","11600","73","0"
"1","3.0","1.0","0.0","0.0","6314","653","0"
"0","5.0","0.0","0.0","0.0","18599","463","0"
"0","4.0","2.0","28.0","78.0","10647","39","0"
"0","6.0","1.0","27.0","37.0","4666","15","0"
"0","3.0","1.0","65.0","88.0","9517","428","0"
"0","5.0","1.0","213.0","306.0","10538","179","0"
"0","1.0","1.0","98.0","114.0","6020","1272","0"
"0","6.0","3.0","113.0","203.0","5416","1543","0"
"0","13.0","10.0","156.0","161.0","19093","1772","0"
"1","10.0","7.0","0.0","7.0","57785","809","0"
"0","3.0","1.0","915.0","989.0","23055","179","0"
"0","4.0","4.0","40.0","48.0","1384","1229","0"
"0","4.0","2.0","0.0","1000.0","57734","1736","0"
"1","6.0","1.0","0.0","3.0","33046","184","0"
"0","3.0","1.0","4.0","10.0","23175","220","0"
"0","4.0","3.0","0.0","0.0","14744","49","0"
"0","4.0","1.0","1.0","2.0","15551","51","0"
"0","1.0","1.0","29.0","29.0","4151","555","0"
"0","8.0","4.0","149.0","190.0","8045","188","0"
"0","3.0","2.0","88.0","141.0","7846","1379","0"
"0","2.0","2.0","61.0","74.0","7282","1083","0"
"0","3.0","1.0","0.0","0.0","27115","9","0"
"0","11.0","5.0","16.0","34.0","16846","532","0"
"0","6.0","2.0","3.0","87.0","16109","561","0"
"0","2.0","0.0","8.0","52.0","5894","1613","0"
"1","1.0","0.0","247.0","773.0","4878","551","0"
"0","5.0","2.0","0.0","0.0","7050","660","0"
"0","13.0","2.0","338.0","651.0","6731","2175","0"
"0","2.0","0.0","97.0","317.0","12192","321","0"
"0","5.0","4.0","102.0","266.0","14511","2139","0"
"0","1.0","0.0","39.0","52.0","11838","215","0"
"0","5.0","2.0","2.0","12.0","6321","649","0"
"0","7.0","2.0","0.0","999.0","4445","886","0"
"0","4.0","3.0","189.0","546.0","16193","1419","0"
"0","3.0","1.0","379.0","459.0","16434","798","0"
"0","2.0","1.0","185.0","386.0","6008","124","0"
"0","2.0","1.0","5.0","5.0","9752","1440","0"
"0","2.0","1.0","116.0","347.0","11116","587","0"
"0","1.0","0.0","122.0","197.0","16223","1583","0"
"0","4.0","2.0","390.0","403.0","6235","1631","0"
"0","3.0","2.0","3.0","7.0","4332","727","0"
"0","15.0","1.0","0.0","0.0","39643","132","0"
"0","1.0","1.0","0.0","0.0","9928","1405","0"
"0","5.0","2.0","0.0","1.0","20597","665","0"
